Emotion,Text
fear,i wear it i feel anxious visable spotlighted hrang hrang unfashionable â â zak zak leh paranoid
joy,i hadnt been feeling well all week in calgary so he added relaxation nen hian second race run hmasa berah pb time dang ka set leh ta mai mai
sadness,hna awlsam ber berte hlen chhuah theihna turin ka chhungah chakna awm tawh lo ang maiin ka rilru a buai em em a ni
anger,sipaiah a awm a
fear,rinhlelhna ka nei lj cut text rinhlelhna
joy,"im positive nih ka tum a, positive takin ka inhria"
sadness,"i guess since im feeling a bit less shitty ka nei a, random picture ka nei"
joy,i wasnt feeling well at all so had to take a few days off work lots of winter germs going round leh air conditioned office-a awm hian a pui lo mai thei
joy,i find calming about these colors i dunno i guess an nuam tih ang bawkin mak tak maiin a ri
sadness,"tunah chuan team pakhata tel ve ang maiin ka hria a, thla tam tak chhunga ka lo neih tawh isolated feeling atang chuan a hla hle"
fear,i think this is really great having been in situations where i feel overtly threatened in a public place where mi zawng zawngin thil thleng an hmu lo anga an inlan thin
sadness,"i beidawng hlein ka malsawmnate chhiar a, ka nunah thil tha zawng zawng hriatchhuah ka tum thin"
joy,i have a feeling ka nu chuan chutiang ngaihtuahna chu a ngaihven lutuk lovang
sadness,i thil tawn khan chu chu a lantir lo tih hi ka hrehawm hle
anger,i forget that any time we have a disagreement or she feels like she s been wronged in some way that ka nunah thil tha lo i tih tawh zawng zawng duhthlanna tha lo zawng zawng a pawm loh thil pakhat zel chu ka hmaiah a au chhuak leh thin
fear,"i was feeling pretty anxious and overwhelmed as a friend rightly noted probably because ka mom grandmother leh great aunt nen lawngah kan chuang a, damn cold baltic sea tih loh chu tlanchhuahna tur hmun ka nei lo"
fear,zirlai leh zirtirtu te ka hriat loh avangin ka hlauthawng hle
fear,ka lungkham deuh niin ka hria
sadness,i feel like i mostly post when im feeling bad chuvang chuan ni tha ka nei ve tho tih in hriat ka duh a ni
joy,"rinna pakhat chu khawvel pum huap a nih theih nan leh mihringte zinga unau nihna hriatna famkim, thuhnuairawlh leh duhthusam anga awm theihna turin ka tawngtai a, ka beisei fo thin a, chu chu van lam mi pakhat chauh fa duh tak tak rual a ni"
anger,"i don t feel bothered about it credit hmuh hi leiba neih nen a inang a, chutiang chu tih leh duhna ka nei tawh lo"
joy,i feel about the plight of these dogs so its lovely to find a turkish vet a ngaihsak tak zet
anger,nizan khan tumruh takin ka mut loh avangin vawiin zing hian ka grouchy deuh bawk
sadness,i feel so helpless yet thil tih tumin ka infuih nasa hle
sadness,i am spending here in cadore hian buaina atanga thisen chhuak leh khawvel hmun hrang hranga tharum thawhna episode thleng chungchanga thuthang ka dawnte hian nghawng lungchhiatthlak tak a nei tih ka hre chiang zawk
joy,i glimpse at his clarity when he takes the reigns i rilru hahdamna chu ka hre thei
joy,i content nung leh motivated
sadness,i ngaihdan chuan a chhan chu listless ka tih vang a ni
joy,vawiin zing hian thil awm thei tih hriatna leh nyquil zing khawvar hlim tak chuan ka khat a ni
fear,vawiin hian ka nghing hle mai
fear,"ka nghing a, ka chak lo hle bawk"
joy,ka sarcasm hi print-ah a lang fo lo
fear,i pawh hian hlauhna tlem ka nei fo thin
sadness,i feel desperately unhappy if this is me missing richard then i can t handle it it s too much i ve had enough of it ima mess ka hria a ni lo keimah ka la inhria
fear,chu ram hualtu tuipui kam lehlama hetiang thil rapthlak tak tak nitin a thleng hian lawmthu sawi hi mak ka ti hle
joy,i have been told that heng vendors vek hian tunlai hian linux hian distribution release lar tak tak a neih avangin platform pakhat chauh aia tam an support tawp mai thei niin an hria
sadness,"i feel like im chutiang hmeichhe buai tak, direction nei lo"
fear,"i hlauthawng hle a, nervous energy nen a khat"
sadness,im so great for having gone to that class feeling was gone replaced by a sense of melancholy for what once was for the body that used to be able to move
anger,mahni hmasial tak ang maiin ka inhria
anger,"i chu a grouchy hle a, a zawng zawng"
sadness,airport-a min rawn hruai turin hes a awm loh lai hian hlutna ka nei lo niin ka hria
sadness,i did not mind doing it since the it office is on my way home but ka thiante zinga pakhat mahin company min pek loh avangin ka hrehawm hle
sadness,ka thau lutuk avangin hnawl ka ni tih leh ka sual ang maiin ka inhria thin
fear,"im feeling overwhelmed mi chu middle finger ka pe thei a, f off turin ka hrilh mai thei bawk"
joy,i feel so friggin blessed with a career leh chhungkaw ropui tak
anger,"ill take my gfathers ute down to get a load of shit or as some would prefer manure but im feeling hostile chuvangin ka nei ang a, home made compost version ka attempt ang"
joy,"i writer aiin a rualin superior leh inferior in ka inhria a, ka thusawi atang hian thenkhat chu lak let leh thei ila ka duh khawp mai"
fear,ive been feeling so anxious and nauseous and tired but also so elated that zan thenkhatah chuan khumah ka tlan lut thei vek a ni
sadness,subject ka lak mekte hi phurrit takin ka inhria
joy,zingkar ka in atanga chhuah chu him ka ti
fear,chatting-a uptight nei awmchhun chu keimah chauh ka ni tih ka hriat khan ka thinrim hle
joy,nun hrisel leh taksa rihna tihtlem leh fit duhtute hi ka ngaina hle niin ka hria
fear,"i keimah ngei pawh mipui hmaah ka ding a, thu ka sawi a mahse tun hnaia mipui zingah hian a inthlak danglam lo deuh a, a nghing deuh hihi training leh skills mamawh chu maintain constant the better"
sadness,pawimawh lo leh duh loh ka ni tih ka hria
joy,im feeling a much more festive leh thing in
fear,i like about dating him is how outgoing he is which hian min ti hahdam zawk a ni because im somewhat shy
joy,in zavaia kaltlangin hlu tak ka ni tih ka hria
joy,i think i have a good feel for what players are feeling and i just try to help them to do one thing in life that we all want and thats believe and if you believe strong enough good things can happen washington chuan a ti
joy,a birthday atan chuan ka phur tak zet a mahse super nostalgic takin ka inhria
joy,i am feeling so festive right now and not just because hei hi nizan khan ui ka kalpui lai khan thlasik scene duhawm tak a ni a href http
sadness,"tun hnaiah khan hmelchhiatna ka nei a, eng emaw ti takin ka hlawhchham tih ka hre bawk"
joy,id be more use at that level which would make the job more worthwhile and season hi a bul berah chuan a chanve vel a ni
joy,a rilru a hahdam ngei ka beisei
joy,i feel ever so ever so ever so jolly ka ti hle mai
sadness,i hrehawm hle mai
anger,"kan kawngkhar sliding tak, a tlakbuak reng avang hian a buai deuh niin ka hria"
anger,"i rilru na takin ka inhria tan a, chu chuan min ti lungngai hle"
joy,"i am feeling remotely dignified tasteful emaw, nuam emaw ka ti hle"
anger,i feel generally lungawi lohna leh bo
joy,"thiltih lohna avanga sualna ka nei a, ka hun tam zawk chu midangte tanpui leh thlawp turin ka hmang thin"
fear,"i am learning hi ka default reaction pakhat a ni a, threatened ka nih chuan"
joy,"i rilru put hmang pahnih chu music pakhatah inremtir ka tum a, martin s song of wwii france-a awm lungawi lohna leh tender nostalgia chu ka thisen chhuak nasa tak natna nen a danglam a ni"
sadness,"vawi khat chu beiseina nei lovin ka inhria leh ang a, ka episode hnuhnung ber hnua ka thlamuanna ka hmuh zawng zawng chu ka hloh vek ang tih ka hlau"
anger,i ngaihtuah chuan i buai thei tawh lo
sadness,"ive been feeling rather defeated and stressed out mahse he appointment hian min hriat nawn tir a, kawng dangah pawh ka hlawhchham mai thei im doing a pretty dang good job at growing this baby"
joy,charity atan chuan a dawngtu tana hlu nia ka hriat chauh i pe tur a ni
anger,i thilpek chu rilru na lo takin i pawm ang
joy,i sawi tur chu chutah chuan thil danglam tak ka nei tih ka hria
anger,i usually don t wear glasses a tir lamah chuan i thinrim ang maiin nuam lo takin ka awm a mahse tun hnaiah chuan ka nei nuam hle
sadness,saturday zan leh sunday zawng zawng chu ka rilru a buai hle
joy,ive nu nihna kawngah chuan famkim lo takin ka inhria
fear,"i fought back the blush on his cheeks kut pakhat chu a thinlung chungah a nghat a, a frantic beating almost positive kai chuan a hre thei tih hriain"
sadness,"ka lungkhamna chu lantir lo turin ka bei a, a duh lohzia ka siam thin"
joy,thlamuang takin him leh independent takin ka inhria
anger,"ive fps games ka khel a, ka chhuah apiangin rilru lama emotionally dangerous thil tih tur a nih avangin ka thluak hmun pawimawh tak pakhat chu ka khelh theih nan chauh switch off a ngai tih ka hria"
sadness,khuh damdawi atang chuan lil groggy ka ti hle
joy,"mi angin ka duh em em a, mahse a nihna takah chuan ka duhthusam hna a nei shes more sociable shes a combat trainer tih hi ka hrethiam lo"
anger,i guess im not ready for that la naupang leh helna neia inhria
sadness,i started overly lethargic ka taksa pum pui chu lead ang maiin ka hria
sadness,i ngaihthah niin ka hria
joy,"i do feel that at least it meant an khawngaihthlak a, khawvel an ngaihsak tihna a ni ba"
anger,"i feel lots more energy i dawhthei lo hle a, ka thinrim hle bawk"
sadness,emotionally drained i neih hunah hman i rawt a ni
anger,im sorry i have a really bad cold and im feeling bitchy cos zanin hian ka thiante tha ber berte nen chuan keimah ngeiin zu inin ka chhuak ngai lo
sadness,"ka lakah i focus lo tih ka sawi a, ka lakah i focus loh lai chuan pawimawh lo niin ka hria"
fear,"ka rilru a buai em em a, ka rilru a buai em em bawk"
anger,i changed i feel that im taking advantage of her hei hian a hmain vawi khat mah min tibuai lo ang
sadness,i feel like im a horrible person and sometimes that im not even a good mother for the simple fact it happened and i dont know what to do
joy,vawikhat chu ka thiante hnenah backpacking chi khat tih ka duh thu ka hrilh a mahse he ngaihtuahna hmanga min thlawp ai chuan an hnen atanga ka hmuh zawng zawng chu mitmeng sang tak leh sarcastic remarks thenkhat chauh a ni
joy,"originals hi ka duh lo nain rebekah hian ending satisfactory tak nei se ka duh a, klaus leh to some extent stefan leh damon te feeling leh loving avanga mualpho lo turin ka duh a ni"
anger,eng pawh nise fucked ka ni fo thin
fear,im more than ready to meet this little man but hun a tawp tawh tih ka hriat hian ka hlauthawng deuh
joy,"im not afraid of going on my own but mi tam tak chu group-ah an awm niin ka hria a, ka taksa peng pakhat chuan group tlemte nena inhmuhna tur neih chu a cool dawn niin ka hria"
joy,keimah leh ka thil tih tur ngaihtuah tak tak chungin ka lo lut niin ka hria
sadness,im chuan groggy leh horrid ka ti hle
anger,in emaw car ah emaw meizuk i ni lo nain khawi hmun atang pawhin ka haw lam khan ka buai em em tih ka hre reng
sadness,ka ke leh ke falling back pain lousy pain ka hria ka guts chu easter vel khan a buai hle
joy,i feel fine now mahse darkar leh minute tam tak chhung tlan chu a rough khawp mai
joy,im ka rilru a hahdam tak zet
sadness,zak tur chhan tam tak ka pe ang che
fear,i will confess to you i have had moments of feeling overwhelmed and ill admit ka rilru a buai deuh tih ka pawm
joy,"i duh ber chu malsawmna ka dawng fo ang a, ka neih chu ka hre reng ang mahse eng emaw chhan vangin ka chungah a vuah reng a chuvang chuan kum khat chhungin chu hriat nawn tirna chu ka mamawh a ni"
fear,supermarket bank-a dentist etc-a i hmuh hian im weird ang maiin min ti thin
joy,mi hausa dinhmun leh mi rethei dinhmun ang maia a inhriat theihna gap chu i hre thei
joy,i know it s best to support low arches and heng footbed hian a sang lutuk tih hriat lohvin supportive takin a hria
joy,"i suddenly feel that this is more than a sweet love song, hmeichhe naupang zawng zawngin an tlangval hmaa an sak theih"
joy,"a chhunga hnathawh chu beiseina neia mi \ha tak goliath nih ang mai a ni tih ka hre fo thin a, chu chu david-a inngaitlawm ber pawhin a titawp fo thin"
joy,im feeling ka hmangaihna thinlung chu i ta vek a ni for the stealing i kut chhe tawhte chu i tan phar chhuak im ready a href http
joy,"khaw lum lai pawhin ngaihthlak ka duh viau nain, a chhan chu im carefree leh beach-a awm ang maia min siam vang a ni"
joy,ive collected as i feel its vital to create something precious from those items chu leilung leh a power generosity chawimawina atan
joy,im feeling peaceful and im happy that i tih ngai tawh lo scabi im in verona my final week
sadness,im feel alone leh ka tuar dan tur pawh ka hre lo
anger,mahni hmasialna ka nei a mahse ka awm hun a ni tawhin ka hria
sadness,"kumin kum tir lam khan capacity chungchangah stress out-in hun tam tak ka hmang a, min stretching ang maia ka hriat avangin stretching dodalna ka nei bawk"
joy,im not feeling exactly thrilled with mirror hmaa ding chu i sawi tum i hriat chuan
sadness,i feel disturbed betrayed rintlak loh tlem a disagreeable
joy,i chhuang lutuk
fear,islam hi ka hlau deuh niin ka hria
joy,"i ngaihdan chuan thu mawi tak tak i sawi a, i sawi tum pawh ka ring an bula awm hi i ngaina hle tih i ngaihtuah chuan an rilru a ti na hle"
sadness,im alternating between felling optimistic leh doomed anga inhriatna
sadness,ive listened enough to all you people and i just go back to my old ways by taking your advice then in the end i just feel discontent with myself because i cant change my ways that i give up before its over
sadness,i feel inside cause life is like a game sometimes then you came around me the walls just disappeared nothing to surround me and keep me from my fears im unprotected see how ive opened up oh youve made me trust cause ive never felt like this before im naked i chhehvelah chuan a lantir a ni
sadness,i engtik lai pawhin im running on empty niin ka hria
joy,i can honestly say that while i havent enjoyed learning the lessons we have learned i do feel as if we have come out stronger and tougher and more loving more and appreciative
joy,i still am not able to remember a single dull moment a detail that pissed me off thil pakhat i didnt feel comfortable about
joy,keimahni mimal chuan hei hi art piece pawmtlak a ni lo tih ka hria a mahse hei hian mi mimal moral leh ethical views a test niin ka hria
sadness,"ka lu pillow a tlak veleh ka muhil a zankhuain ka mu thuk hle a, ka harh chuan a tlangpui aia lethargic lo zawkin ka inhria"
sadness,i buai hle tih ka hria
anger,universe chhunga mi tibuaitu subtly obnoxious ber berte nen kan inhmu niin ka hria
joy,i do feel my beloved husbands spirit chu ka tan chuan breakthrough dang a lo thleng dawn tih tilangtu a ni
joy,i feel like its not worth rintlak a ni lo
joy,i feel like hed think that was pretty cool a chhan chu ka ti ngei ang
sadness,ka ruhte chu ka knuckles atanga ka nail inthlau lo thlenga oscillating pattern-a inzar pharh atang chuan ngawi rengin a na tih ka hria
fear,"i feel so vulnerable to criticism like ka chawhmeh a rimchhia emaw, mi pakhatin ka ei tur a comment emaw a nih chuan he mualphona hi i nei thin"
joy,kan mamawh phuhruk tura thawkrim tak mipa nena inzawm tlat ka nih hi malsawmna ka ni hlein ka hria
joy,i have an uneasy feeling about the stupidly talented eagles mainly because an tha ang bawkin position tam zawkah chuan midang lakah hlauhawm takin an thinrim hle
joy,i feel a whisper a friendly voice start to rise indulge until your hearts content and pay no mind
fear,"rinhlelhna ka nei tur a ni a mahse ka la ngaihtuah reng a, a chang chuan he khawpuia ka awm hi a makzia leh ka internship-a hetiang hmeichhe naupang inspiring tak takte nen hna kan thawh dun theih hi ka theihnghilh fo thin"
sadness,"moe hnen atangin lehkha i la dawng lo a, i admit that im starting to feel slightly troubled about it"
joy,"hlim takin nun ka hmang a, he Pathian thilsiam hi ka nitin nunah hian ka ngai a ni"
sadness,"i bawlhhlawh ka tih chhan chu jane eyre ka duh loh vang a ni a, context-ah ka bigged up mai mai yes but still"
anger,i feel and some is just a hateful of hollow yes tunlai hian smith tam tak ka hre thin
sadness,i didnt use to feel embarrassed chu pool-a a chhunga mite bula kal chuan
sadness,i feel lethargic instead chu chu a pawi zawk mai
sadness,i cant help but thil bawlhhlawh ka tih ang maiin ka hria
joy,kea kal i set out i feel comparatively chak light leh zalen
sadness,i mean post leh ka rotten abou tih ka hria
fear,i guess avoiding the boundaries conversation with him hian ka inrintawkna leh chakna chungchangah tlem ka chiang lo hle
sadness,"i feel like perhaps i man meuh chuan i zui chhuak tur a ni a, ka vuak mai tur a ni mai thei"
joy,chhiatna nasa zawk leh chak lohna nasa zawk nei lovin ka tlanbo avangin ka vannei hle niin ka hria
joy,"america ka nih hi ka chhuang a, ka lawm hle bawk"
joy,i sweet embrace kha hriat ka duh a mahse chu paper bag chu i hmai atang chuan la chhuak suh i hmel leh mit nuihzatthlak tak kha ka hmangaih damn im good at telling lies
joy,"i tih zawng zawng hi ka ti lo a, ka hmeltha tih i add mai thei"
joy,i feel simultaneously thrilled and shy about this its both unsettling and exciting to see myself in hetiang hian
joy,im just saying that i tih chuan hlawhtlinna min siam ang
joy,i don t feel buaina chu chinfel a ni tawh
joy,"style thar ka chhui a, mahse ka hnaih reng a, keimah ka awm reng a nih chuan a hlawhtling zawk thei ang tih ka hria"
sadness,i seriously feel like im nitin boring zual zel
anger,"ka rilru put hmang hmanga ka tihnat chu ka huat em em a, ka hmangaih loh mi ka date tih ka huat em em a, ka thianpa ka ngaihsan tak tak hnena thu dik lo sawi anga inlan chu ka huat em em a ni"
anger,"ka rush fo thin a, ka thinrim hle a, ka mamawh emaw ka rilru put hmang emaw sawi chhuah nan hun ka hmang lo"
sadness,i beisei leh beisei angin greater id feel beidawng
joy,i feel as if a chang chuan average aia fing zawk ka ni thei
joy,i hre chiang hle mai
joy,zirlai chhanna eng pawh hian ka psyche balance nalh tak chu a tip thei niin ka hria
anger,"hei hi dawhthei lo leh dickish lo niin ka hria a, a chhan thenkhat chu hetiang hi a ni"
joy,i got the feeling he wasn t saying this to string me along so much chutiang chuan a harsatna hrilh tur audience lainatna nei tak tak a awm theih nan
anger,"ka harh chuan ka hriselna chungchanga thudik chiang zawka hriat chian nan docs insults leh arrogance-a favour-a ka tluk a ngai lai kha re enacting-in ka lungawi lo vek a, ka lungawi lo leh ta a ni"
joy,ive ka rilru put hmang hrilh che ka tum abut a fing vak ngai lo
sadness,"i feel this way is probably because i am dumb and ka theihtawp chhuaha cover ka tum a, lehkhabu tam tak leh tam tak chhiar emaw doctor nih i hriat vang emaw a ni"
joy,"room chhunga ka awmna hmunah hian ngaihtuahna fim tak neih ka tum a, rawngbawltu hnenah hian eng nge a thlawp ber ang tih ka zawt hmasa thin"
sadness,"i feel lethargic a, che tur chhan ka hmu tawh lo va, full bladder pawh puak hlauhawm tak pawh ka hmu tawh lo"
sadness,"i tih dan pangngai anga ziah chhuah ka tum a, ka nih lai khan tlangval nen inzawmna hlawhtling lo takah ka inhnukdawk vek a, ka rilru put hmang zawng zawng chu ka ngaihsak lo"
sadness,"i tih lutuk loh nan leh taksa chak lohna avanga tangkai lo leh lungawi lo ang maia inhriat hi ka tum a, ka insiamrem a ngai a ni"
sadness,"natnain min rawn nuai a, a thutak nunpui thei lo mi lem ang maiin ka hria"
anger,i hrethiam mahse ka thiante hua ang maiin ka hria
joy,"i feel ok a, khawvelah hna thawk turin ka chhuak a, ei tur lei emaw, kea kal mai mai emaw a ni"
joy,tunah hian talent nei deuhin ka hria lol hmmm
sadness,i do feel slightly unglateful about it mahse ka rilru a buai hmain anmahni nen hian hun tam tak ka hmang thei chauh a ni
joy,"ka be fri shannon nen phone-a kan inbiak ni kha ka hre reng a, ka tap dan chu ka hlim tak zet leh ta a ni"
joy,id call chu chu rilru hahdamna a ni
fear,i know he is totally trainable and can be free of his arm chewing habits i training chhung hian naupangte chu a bulah an hlauthawng lutuk ang tih ka hria
sadness,i wasnt mad at him i was mad at j ka ngaih pawimawh lohzia min hriattir avangin
joy,i had gone to the cumberland earlier that week so had met a few of n amp h friends prior to the weekend which was really lovely as ka insawn hnu atang khan mi mak tak tak i hriat loh tam tak an awm niin ka hria
joy,i also did feel like i lo kir leh tur chu tunah hian in pahnih ka nei tawh ang maiin ka phur hle
sadness,chhungkaw damdawi lama pap smear tih hi ka duh tih ka hriatchhuah khan i doomed tih hriatna ka nei a
fear,hna ka thawk tan tih hi ka phur tur a ni tih ka ngaihtuah a mahse a hma ang bawkin ka hreh hle
joy,ka passionate hle tih ka hmuchhuak
joy,im so relieved and feel so much more like myself now that this is resolved this being almost nothing at all actually just some weird energy and i cant wait to be back at camp even though ill be hacking and coughing and spluttering all day long
joy,i did feel a bit like i was mircowaved which wasnt an entirely pleasant feeling
fear,i feel anxious for myself moment of truth testing chungchangah chuan cage chhunga sakei ang maiin ka inhria zawk
sadness,i feel gloomy upset whatever negative emotions ka paint pot rawng hrang hrang ka en chuan ka mood a ti sang nghal vek ang
joy,sweet potato hi under rated tak niin ka hria
fear,"i thei lo va, tunah chuan i inpeih tawh a, mahse tih theih loh thil pakhat avang hian lungngaihna mak tak ka nei bawk"
fear,ka art siam leh ka personal brand of creative living hi ka thawhhlawk tur a ni tih ka hre chiang lo khawp mai
fear,"i rilru a buai em em a, chutah chuan ka bo tawh bawk"
sadness,i have a constitution for pawh ka nei lo vannei ka ni
joy,i sometimes feel hi engvangin nge kan adopt tih hriat nawn tirna nem tak a ni
joy,"i was able to guess or pick up on a lot of the plot twists in this episode from the first hints we were given and thats moffat using really obvious foreshadowing nge keimah hian a narrative logic solid grasp ka neih em tih im not sure but i like it suspense a siam a, ka fing hle bawk"
joy,i sawi tawh ang khan eng thil pawhah min hit up thei ang
sadness,ka casting thiamnaah beidawng takin ka chhuak ta
joy,lehkhabu hlui ka chhiar nawn fo thinte chu ka nostalgic hle
joy,"nakin lawkah he thil hi ka thlir kir leh a, a kawng tenau zawng zawng ka document vek avangin ka lawm a, a theih chuan tuna ka hmangaihna aia hmangaihna nasa zawk ka neih ka beisei"
fear,zan lama an lungngaih lai hian lainatna aiin a tam zawk mai thei tih i hria
joy,"ka mm comfort zone-ah hian hun rei tak ka awm tawh a, ka composition-ah hian creative deuh deuh ka mamawh niin ka hria"
joy,"i grinned at peter engtin emaw tak hnehna changin a inhria a, chu chu a then chauh nawr luih a nih laiin"
joy,i super lutuk lo niin ka hria
joy,i do find that this question puts me right at the edge of the dharma love into the world an edge that i feel is vital and necessary
anger,chu chu mahni hmasial takin ka inhria
fear,"nitin leh zan tin ka au chhuak a, tumahin an hre lo va, ka hmai a tla tan a, ka lungkham leh hlau reng reng a, engmah awmzia ka hre tawh lo"
sadness,ka backpacking vangin ka chau deuh tawh tih ka hria i guess the endless bouncing around a title comfort v cash ka backpacker struggle with overland travel href http www
sadness,"i rilru a buai em em mai a, eng nge min hlim tir dawn tih pawh ka hre lo"
sadness,im feeling kind of dumb admitting tunah chuan ka neih tawh avangin ka gloating hle
anger,chhan hrang hrang avanga a chunga ka thinrim em em avang hian ka thinrim hle
joy,"im still waiting for my new fairy lights to be delivered mahse thing chu ka han chawi kang a, in chu tlem a festive zawka siam turin ka nghak thei lo"
joy,"id probably go with none on and ka date hian hmeichhe inrintawk tak, makeup tel lova a rilru a hahdam chu a ngaihsan ngei ka beisei"
fear,mak ka ti hle mai
joy,ive got no brothers in the family i feel incredibly blessed to be gifted with sisters who drive me up the wall and who also happens to be the ones who make me comfortable most comfortable to myself
fear,i chhungte pakhat chu bike-in a escort a
anger,ranbir hian director dang ayan mukerji filmfare nena an thawh dun hian i jealous hle
sadness,"i have a rough day every now and then where ka nitin ka chau tih ka hria a, eng ang pawhin mut pawh ni ila, chutah chuan kar khat emaw vel chu ka tha"
sadness,i feel the other person is unimportant but it is my interpretation see the trend that i have been misunderstood and that ai chuan hun khawhral ai chuan hence the impatience part having them explain what i feel is already a misunderstanding i try to reexplain my intent
joy,ka hmui chu a s put dan avang chuan a nuihzatthlak hle tih ka hria
fear,hlauhna ka nei a mahse ka rilru taksa leh thlarauah inthlak danglamna lian tak tak ka nei tih ka hriat bawk
joy,an birthmoms te hian thutlukna dik an siam tih an rin tlat ka duh a ni
joy,im currently trying to implement these changes into my life and ka tan leh ka sumdawnna hi ka chhungte tan leh keimah tan pawh hlu zawkin ka inhria tawh a ni
sadness,"dawrah pawh i kal dawn lo a, a chhan chu lawmawm loh ka nih vang a ni"
joy,"wild west-a discovery leh exploration chungchang ka chhiar tam lutuk a, chutiang concept-te chu a hlu hle nia ka hriat laiin keimah ngei pawhin he lehkhabu hian hun reh takah chair-a ka thut leh hian refined feel a rawn keng tel mai a ni"
sadness,i could before the actual thing and then if i still couldn t figure out if id feel embarrassed not knowing how to get in line or how to get a drink or where to park my car or whatever i just wouldn t go
sadness,i am able to say with acuity that hah lutuk hi tu tan pawh thil pangngai a ni lo
joy,"i han hawi thla a, ka ke leh khup hmuhnawm tak chu ka ei a, car-te gentle rocking feel chu ka memorize a"
joy,"heng th grader ropui tak takte nena nitin hun hman theihna ka neih avangin lawmthu ka sawi a, malsawmna ka dawng bawk"
sadness,i chuan a chungah buaina nei lo turin a hrilh a
sadness,emotional train wreck ang maiin ka hria
anger,"im warning you hes ka rilru a buai em em a, vawiin zing khan"
joy,"i want to be in the future years in zinga thenkhat chuan mak ka ti hle a, thenkhat chu ka dil theih ṭhian tha ber berte in ni"
sadness,"i have to deal with the fact that society chuan mi zawng zawng chu ni hnih khat chhung chu fake love-a awm ang maia inhriat tir a duh a, chutah chuan emotions chu eng nge a nih kan theihnghilh vek thei ang"
sadness,ka bo thin ka hlau thin i ngaihsak loh ka ti thin ka hlim thin i get silly i choke on my own words i make wishes i have dreams and i still want to believe anything in this world can happen in this world for an ordinary girl a class profile link href http www
sadness,"i hmu a, an pahnih chu gate atang chuan an chhuak a i couldnt help it thla tam tak chhunga inkhuah lohna rilru tihbuai tawhna chu second tlemte chhung chu engtin pawhin a chhuak ta"
joy,i free exhilarated tih ka hria
sadness,"i said look your moving to fast ka nunah hian naupang victimized ang maia ka inhriatna hmunah ka awm a, naupang thusawi leh thil chhuah chhuah ngai a ni"
joy,base-a hmuna ka lo kal chhan chu hla lutukah ka vakvai tur angin ka inhria lo nain tunah chuan chutiang salon chungchang thil mak tak tak ka hriat tawh avangin adventurous zawk ni ila ka duh khawp mai
joy,im tunah chuan ka shit pawh tihfel ka tum deuh deuhin ka hria
sadness,"i get that feeling that my life has been a miserable waste a thleng tlem tial tial a, ka upat deuh deuh btw ill he playlist page of comments hi en la, hre reng ang che"
sadness,i suppose because everyone elses problems are generally much than mine so i feel idiotic for not just learning to deal with everything myself
joy,"universe ka inhawng a, thil thleng tenau leh inlanna clues hmang pawhin leh mumang hmang pawhin gentle nudges ka hriat leh dawng hi ka lawmpui hle"
joy,"i emaw lambrusco emaw mahse quality chu chutiang wine tam tak aiin a sang zawk em em a, hei hi sweet buy tlem leh bubbly tlem duh tan chuan smart buy niin ka hria"
joy,"i felt so good in fact darkar chanve hnuah darkar khat chhung zumba-ah ka kal a, chu chu a theih chuan chak zawkin ka chhuak ta a ni"
joy,i feel i motivation chu a satisfied ang tih i chhiar hunah write up also who understands
joy,nun awlsam leh tuar theih khawpa special feeling chu i nghak reng a ni
joy,"ka fanute hian an dawng tan tak tak niin ka hria a, Isua chungchang christmas hla an sak ka hriat hi ka hmangaih hle"
anger,"ka hnungah engraged peta emaw, chutiang bawka rapthlak tak emaw ka neih hmain he post hi preface wa disclaimer of some sort ka neih hmasak phawt a ngai niin ka hria"
joy,i hardly feel that way m a tlangpuiin mi zawng zawng bulah hyper leh bouncy a ni
joy,i reply chhan chu min ti hmeltha hle
fear,"ka cousin hnenah pawh chhungkaw member dangte hian min biak dan an hre lo emaw, min biak an hlau emaw ang maiin ka hria tih ka hrilh bawk"
joy,"thu chu ka hre a, vawi khat chu ka chak lehzual a, ka inrintawk leh ta"
sadness,i feel totally lame mahse vawiin hian eng nge ka blog dawn tih erawh ka hre lo
joy,i feel mahse a tawpah chuan a ok mai mai
joy,"i feel quite jolly a, khaw lum leh sumdawnna lama hmasawnna awm lo mahse"
joy,"ruah sur karah ka kal thei a, ka rain boots leh pink rain coat ha chungin nature chungah hnehna ka chang tih ka inhria"
sadness,"ka decidedly unpleasant expression of anti christmas cheer emaw, ka sawi duh angin bah humbugs emaw midangte an inhriat loh nan inthup ka duh"
joy,i knew i want to somehow include the idea of natural healing and holistic living mahse site hi kum eng pawha nunna chungchangah radiant vibrant leh enthusiastic feeling a ni bawk
sadness,"brush hi ka duh hle a mahse spain sob atanga ka lo haw leh technique tak tak ka tihchhuah atang khan ka liquid foundation atan expert face brush ka hmang tan a, sephora mineral powder brush chu ka collection hnung lamah chuan hmangaih loh angin a thu a"
sadness,wall blank leh solid tak takah ka au chhuak tawh ang maiin ka hria
fear,i cant help but ka thutlukna siamah hian thutlukna lian tham tak avang chauhin ka inhnial deuh
joy,liebster award dawng tura nominate ka nih hi ka vannei hlein ka hria
joy,i feel like that chuan couch cushion inkar crack ang chi artistic equivalent angin min hnutchhiah a ni
joy,"i hre thei a, thil lo thleng tur chu nghakhlel takin ka en thei bawk"
anger,i chhungril lamah chuan a buai tan ta
joy,zah leh chutiang chu ka inhria
